property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
"2 BHK Flat in Varthur, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rohan-ekanta-varthur-bangalore-east-1127-sq-ft-spid-A89395145,Rohan Ekanta,1.52 Crore,"₹13,531 /sqft",Super Built-up area 1127(104.7 sq.m.)Carpet area: 733 sqft (68.1 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,,"Varthur, Bangalore",11st   of 18 Floors,East,Within 6 months,"['Marathahalli Metro Station', 'Virginia Mall', 'SH 35', 'Foundation School', 'New Horizon College of Engineering', 'Belenus Champion Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Cessna Business Park', 'Courtyard by Marriott', 'Fun World Amusement Park', 'Karnataka Golf Association', 'M. Chinnaswamy Stadium']","Premium eastfacing 2 bhk apartment for sale
Rohan ekanta, gunjur (Under construction)
A futureready home in one of east bengalurus most promising residential corridors
Discover a thoughtfully planned premium eastfacing 2 bhk apartment at rohan ekanta, gunjur, an upcoming residential address that com...",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",A89395145
"2 BHK Flat in Dasarahalli, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sai-shumkha-sterling-dasarahalli-bangalore-north-1300-sqft-spid-P89104083,Sai Shumkha Sterling,₹98 Lac,"₹7,538 /sqft","1,300 sqft",,,,,,,,Ready To Move,[],"Residential apartment This is your chance to a 2 bhk apartment / flat for sale in sai shumkha sterling dasarahalli bangalore . Where luxury comes with affordability. Basic details: You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides amp...",[],[],[],P89104083
"3 BHK Flat in KR Puram, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-arsis-green-hills-kr-puram-bangalore-east-1700-sqft-spid-K87598340,Arsis Green Hills,1.96 Crore,"₹11,529 /sqft",Super Built-up area 1700(157.94 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,1 Balcony,,"KR Puram, Bangalore",22nd   of 30 Floors,East,0 to 1 Year Old,"['Tirumala Medical Centre', 'Shemrock Kiddie House', 'New Indus Valley Residential School', 'Kristu Jyoti College', 'Mangalore - Villupuram Rd Battarahalli', 'Royalmart Hypermarket', 'Featherlite Evoma Hotel', 'KR Puram Lake Park', 'Hoodi Halt Railway Station', 'Virgonagar Industrial Estate', 'Doddankundi Industrial Metro Station']",Spacious 3 bhk apartment for sale 22nd floor | premium high-Rise livingExperience elevated living in this beautifully designed 3 bhk apartment located on the 22nd floor of a 31-Storey premium residential tower. Enjoy breathtaking panoramic views of the city skyline along with abundant natural ligh...,[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",K87598340
Sobha Sterling Infinia,https://www.99acres.com/sobha-sterling-infinia-koramangala-bangalore-south-npxid-r378622,Sobha Sterling Infinia,,,,,,,,,,,,[],"Beautiful 3,4 BHK apartments in Koramangala, are now available in Sobha Sterling Infinia housing project. Sobha Sterling Infinia is a RERA- registered society and  PRM/KA/RERA/1251/446/PR/171025/000310 is the RERA registration number. Sobha Sterling Infinia has apartments in multiple configurations, in range of 2,439 - 3,233 sqft. This society offers apartments in the price range of Rs. 3.5 - 4.77 Cr",[],[],"['Connectivity4.5 out of 5', 'Lifestyle4.5 out of 5', 'Safety4.2 out of 5', 'Green Area4.2 out of 5']",378622
"3 BHK Flat in Anjanapura, Lal Bahadur Shastri Nagar, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-anjanapura-bangalore-south-1535-sq-ft-spid-A89247997,Sai Nandana GP Pride,1.3 Crore,"₹8,469 /sqft",Built-up area: 1535 (142.61 sq.m.)Carpet area: 1063 sqft (98.76 sq.m.)  sqft,3 Bedrooms,2 Bathrooms,2 Balconies,,"Sai Nandana Gp Pride, Anjanapura 11th Block, Anjanapura Township, Bangalore, Anjanapura, Lal Bahadur Shastri Nagar, Bangalore",2nd   of 4 Floors,,1 to 5 Year Old,"['Immaculate Conception Church', 'Ganesha Temple', 'Banashankari Hospital', 'Vijayashree Hospitals', 'BMTC Bus Depot 34', 'Shell Petrol Bunk', 'Bharath Petroleum', 'Corporation bank', 'South indian bank', 'Guru Greens Family Restaurant', 'Kubera Biriyani Paradise', 'Sri Sai Sagar', 'GHPS Kembathhalli', 'Mvs HPS Anjanapura', 'GLPS Pillagana Halli', 'Jnanajyothi HPS Nekarara Colony', 'Florence Public School 4th Blk Anjanapura', 'Silicon Vally LPS', 'GHPS', 'GHS', 'Little Angels', 'GHPS Jambusavari Dinne', 'GMPS Nekarara Colony', 'GHPS Gottigere', 'Sri Ramakrishna C E Kendra Gottigere', 'Sudarshan Public School cbse Gottigere', 'Vidyakirana Public School Kothanur', 'Sri Sarathy English School Kothanur', 'T John Institute of Technology', 'GLPS Basavanapura', 'A E T School Sree Annapoornesh Kothanur', 'Ennar School Aadithya Nagar Kothanur', 'GHPS Kothanur', 'Jnanabindu Basavanapura', 'Orchids The International School', 'GKHPS Hari Nagar', 'GULPS Hari Nagar', 'Jnanavikas HPS Kothanur', 'The Little Angels School Kothanur', 'Saint Francis Xavier HPS Chikkana Halli', 'Clever Land Kottanuru Dinne Kothanur', 'Classic Orchards Swimming Pool']","Residential apartment
This is your chance to a 3 bhk apartment / flat for sale in anjanapura lal bahadur shastri nagar bangalore . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 2 ...","['Fan', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4 out of 5', 'Lifestyle3.8 out of 5', 'Safety3.8 out of 5', 'Green Area4 out of 5']",A89247997
"2 BHK Flat in Gunjur, Near Varthur, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-incor-opulence-gunjur-bangalore-east-1200-sq-ft-spid-V88744656,Incor Opulence,80 Lac,"₹6,667 /sqft",Super Built-up area 1200(111.48 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,2 Balconies,,"Gunjur, Near Varthur, Bangalore",3rd   of 4 Floors,West,5 to 10 Year Old,"['Holy Trinity Orthodox Chapel', 'Shiva Temple', 'Dentawell', 'Government Hospital', 'Karunalayam Hospital', 'RGA Techpark', 'Amphitheater', 'Vinayaka Cinema', 'Chai Point', 'Damadhish Fine Dine - Family Restaurant', 'Namma Madurai', 'Malnad Military Hotel & Fast Food', 'Unwind Island Restaurant', 'Lakshya Public School', 'Global Indian International School GIIS', 'Carmelaram railway station']","The flat occupies a carpet area of 1200 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The residential building has 4 floors in total and the flat for sale is located on the 3rd floor. As the project is already ready to move, so you can easily move into this 5-10 years old property...","['1 Bed', '2 Wardrobe', 'Fan', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Vaastu Compliant'],"['Connectivity4 out of 5', 'Lifestyle4 out of 5', 'Safety3.8 out of 5', 'Green Area4 out of 5']",V88744656
"2 BHK Flat in Horamavu, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prestige-gulmohar-horamavu-bangalore-east-1169-sqft-spid-X86630624,Prestige Gulmohar,1.65 Crore,"₹14,115 /sqft",Built-up area: 1169 (108.6 sq.m.)Carpet area: 777 sqft (72.19 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,,"Horamavu, Bangalore",4th   of 26 Floors,East,1 to 5 Year Old,"['Hanuman Temple', 'Shiva', 'Om Shakti Temple', 'Hanuman', 'Ganesha temple', 'Ganesha Temple', 'Gethseman Sungji Church', 'Temple', 'Hdfc ATM', 'Hdfc ATM', 'Sri Venkateshwara Clinic', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Urban Kids Clinic', 'Geriatric Hospitals', ""Arjun's Child Care Clinic"", 'Nava Chaithanya Clinic', ""People's Clinic"", 'Stroke Treatment Paralysis', ""The Children's Clinic"", ""Women's Speciality Polyclinic"", 'Lifespan Diabetic Clinic', 'Shubham Ayurvedic Clinic', 'Motherhoodclinic', 'Jaya Dental Clinic', 'Veterinary Hospital', 'R K Polyclinic', 'Eshawar HospItal', 'Asesh Dental Clinic', 'Bhagat Dental Clinic', 'Bhagat Dental Clinic', 'Maneet Poly Clinic', 'Karunya Homoeopathy Centre', 'Amma Poly Clinic and Materinity Home', 'MedPlus', 'Chandru Medicals and General Stores', ""Maruthi Medical's"", 'Maruthi Medicals', 'State bank of india', 'Hdfc bank', 'Kalleshwari Rice corner', 'Biryani House', 'Ruchi', 'Sweet Chariot Cafe', 'Chung Wak', 'Ifun', 'Sunshine Childrens Home and School', 'St George High School', 'Orchids The International School - Horamavu', 'Chaitanya E-Techno School', 'ProEmTech Infosytems Pvt. Ltd.']","This 2 bhk flat is located in prestige gulmohar, which houses some of the most spacious flats in horamavu, bangalore east. The flat is over 1169 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 26 floors and this property is situated on 4th floor. ...","['2 Wardrobe', 'Fan', '1 Exhaust Fan', '2 Geyser', '1 TV', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",[],"['Construction4.1 out of 5', 'Amenities4.1 out of 5', 'Management3.9 out of 5', 'Connectivity3.8 out of 5', 'Green Area3.6 out of 5']",X86630624
"3 BHK Flat in Hosa Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-silicon-oasis-hosa-road-bangalore-south-1770-sqft-spid-O89539234,Sobha Silicon Oasis,2.9 Crore,"₹16,383 /sqft",Super Built-up area 1770.12(164.45 sq.m.)Carpet area: 1307.72 sqft (121.49 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,1 Balcony,,"Hosa Road, Bangalore",6th   of 21 Floors,East,1 to 5 Year Old,"['Kempegowda Airport', 'Springleaf Hospital', 'VIBGYOR High School', 'PES University', 'Karmelaram, Railway Station', 'M5 Ecity Mall', 'Aqua Tunnel Show', 'ASC Golf Course', 'NH4', 'The Oterra Hotel', 'Jayanagar Station', 'HCL Technologies Ltd.', 'M.Chinnaswamy Stadium']","Sobha silicon oasis on hosa road offers premium 2/3 bhk apartments in a lowdensity, 15acre gated community with excellent connectivity to electronic city and hsr layout. Residents enjoy resortstyle amenities including clubhouse, swimming pool, gym, jogging track, multiple sports courts, childrens pl...","['3 Wardrobe', '3 Geyser', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'False Ceiling Lighting']","['Construction4 out of 5', 'Amenities4.2 out of 5', 'Management4.2 out of 5', 'Connectivity4 out of 5', 'Green Area4.1 out of 5']",O89539234
Shriram Codename Smash Hit,https://www.99acres.com/shriram-codename-smash-hit-yelahanka-bangalore-north-npxid-r433359,Shriram Codename Smash Hit,,,,,,,,,,,,[],"Here are beautifully built 3 BHK apartments in Yelahanka, available for sale at Shriram Codename Smash Hit. Shriram Codename Smash Hit is a RERA- registered society and PRM/KA/RERA/1251/309/PR/170924/007026 is the RERA registration number. Apartment prices in this housing society vary in the range of Rs. 1.14 - 1.51 Cr. Apartments in Shriram Codename Smash Hit have SUPER area ranging between 1,325 - 1,755 sqft",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",433359
Architha Aarna,https://www.99acres.com/architha-aarna-rajarajeshwari-nagar-bangalore-west-npxid-r409323,Architha Aarna,,,,,,,,,,,,[],"Finest 2,3 BHK apartments in Rajarajeshwari Nagar available for sale in Architha Aarna. Architha Aarna is a RERA- registered society and PRM/KA/RERA/1251/310/PR/160223/005726 is the RERA registration number. Apartments in this complex are available in price range of Rs. 90.44 L - 1.48 Cr. Architha Aarna apartments are available in multiples sizes, ranging from 1,205 - 1,972 sqft SUPER area",[],[],[],409323
Prestige White Meadows,https://www.99acres.com/prestige-white-meadows-whitefield-bangalore-east-npxid-r768,Prestige White Meadows,,,,,,,,,,,,[],"Check out 4,5 BHK apartments in Whitefield, now available for sale at Prestige White Meadows. Prestige White Meadows is a RERA- registered society and PRM/KA/RERA/1251/446/PR/071124/007202 is the RERA registration number. Prestige White Meadows apartments are available in multiples sizes, ranging from 4,111 - 11,338 sqft SUPER area. This society offers apartments in the price range of Rs. 6.99 - 19.27 Cr",[],[],"['Construction4.2 out of 5', 'Amenities4.2 out of 5', 'Management4.1 out of 5', 'Connectivity4.1 out of 5', 'Green Area4.2 out of 5']",768
"2 BHK Flat in Dasarahalli, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-enclave-dasarahalli-bangalore-north-950-sq-ft-spid-R85207400,Shree Enclave,60 Lac,"₹6,316 /sqft",Carpet area: 950 (88.26 sq.m.)  sqft,2 Bedrooms,1 Bathroom,3+ Balconies,"Others,Pooja Room","Dasarahalli, Bangalore",2nd   of 3 Floors,West,10+ Year Old,"['Sri Lakshmi Temple', 'Ganapati Temple', 'Icici bank ATM', 'Bank of baroda ATM', 'State bank of india ATM', 'Axis bank ATM', 'Bhavana Dental Care', 'Lavender Lotus', 'Agastya Speciality Clinic', ""Dr. Archana's ENT Care Centre"", 'Rangalakshmi Netralaya', 'Sri Vinayaka Diagnostic Laboratory', ""Sham's Child and Adult Care"", 'Care Health', 'Dr. Uma Homeo Clinic', 'Ayushmitra clinic', 'Merlins Trichology Clinic', 'Prarthana Home Health Care', 'We care clinic', 'Hebbal Medical Center', 'Dento world', 'Saaol Heart Centre', 'D care speciality dental clinic', 'D Care Dental Clinic', 'Physiotherapy clinic', 'Sangameshwara Clinic', 'Icon Hospital', 'Krishna Clinic', 'Sai Surya Multi - Speciality Dental Clinic', 'Sandeep medicals', 'Medical Shop', 'Manjunatha Medicals', 'Union bank of india', 'Canara bank', 'Hdfc bank', 'Baohood', 'Maa Binduvasini Chats corner', 'Chings', 'Udupi Upahar', 'Anu Sri', 'Sri sai hot chips', 'Klassy Namkeen Mart', 'Ruchi curry point', 'Tripsy', 'New little kingdom', 'EuroKids', 'Little Elly Preschool', 'Tots & teens', 'Kriya preschool', 'Sharada School']","This is your chance to a 2 bhk apartment / flat for sale in shree enclave dasarahalli bangalore. Where luxury comes with affordability.Basic details:
You will love this bright and spacious 2-Bedroom apartment with 1 bathrooms, modular kitchen, spacious hall and 4 balconies.The balcony offers a gre...","['2 Wardrobe', 'Fan', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Security Guard', 'Rain Water Harvesting']","['Connectivity4.3 out of 5', 'Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",R85207400
"2 BHK Flat in Whitefield, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sumadhura-silver-ripples-whitefield-bangalore-east-1320-sqft-spid-M89565516,Sumadhura Silver Ripples,₹1.79 Cr,"₹13,561 /sqft","1,320 sqft",,,,,,,,Ready To Move,[],"Located in sumadhura silver ripples, whitefield, this 2 bhk apartment offers 1320 sq.Ft. On the 4th floor of a 14-Story high-Rise. A 5-10 year old residential flat, available immediately, it features modern amenities like a gym, swimming pool, power backup, and rainwater harvesting. Close to kundalahalli metro and key educational institutions.",[],[],[],M89565516
"3 BHK Flat in Sarjapura Attibele Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ds-max-spoorthi-sarjapura-attibele-road-bangalore-south-1171-sqft-spid-S87643724,DS MAX Spoorthi,71 Lac,"₹6,063 /sqft",Super Built-up area 1171(108.79 sq.m.)  sqft,3 Bedrooms,2 Bathrooms,1 Balcony,,"Sarjapura Attibele Road, Bangalore",2nd   of 4 Floors,,0 to 1 Year Old,"[""St. Philomena's Central School"", 'sarjapura attibele rd', 'Azim Premji University', 'DIYA Complex', 'Clover Greens', 'Jigala new hospital', 'TVS Eco Park', 'Heelalige', 'Anthivadi Stadium', 'Maruti Concorde Business Park', 'Nallur Halli', 'Kempegowda International Airport']","The flat occupies a super built up area of 1171 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 2nd level of a 4 storey building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The vitrified flooring of this flat ...",[],['Vaastu Compliant'],"['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.2 out of 5', 'Green Area4.2 out of 5']",S87643724
"3 BHK Flat in Kaikondrahalli, Near Bellandur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-abhee-lakeview-kaikondrahalli-bangalore-south-1456-sqft-spid-K87914488,Abhee Lakeview,1.8 Crore,"₹12,363 /sqft",Super Built-up area 1456(135.27 sq.m.)  sqft,3 Bedrooms,2 Bathrooms,2 Balconies,,"Kaikondrahalli, Near Bellandur, Bangalore",2nd   of 4 Floors,East,5 to 10 Year Old,"['Ganesha Temple', 'State bank of india ATM', 'Citibank ATM', 'Vaatsalya Homeopathy Clinic', 'Clinic', 'Addresshealth Child Health Clinic', 'Apollo Clinic', 'add-on Scans & Labs', 'Stanford Speciality Hospital', 'Dr Mohan Nursing Home', 'The Family Doctor & The Family Pharma', 'Naadi Ayurveda Center', 'Sri Sai Dental & Medical Care', 'MedPlus Medical Center', 'Apollo Pharmacy', 'Kotak mahindra bank', 'Icici bank', 'South indian bank', 'Karnataka bank', 'Aroi', 'Chat & More', 'Juice', 'Nandini', 'Dosa Time', 'Xplod resto bar', 'Chai World', 'Chai Point', 'Purani Dilli', 'Nayi Dilli', 'South Inn', 'Subway', 'Xtreme Sports Bar', 'KFC', 'Cuppa Coffee', 'Goli Vada Pav', 'Pizza Hut', 'California Burrito', 'Vidyarambh Play School', 'Podar Happy Kids', 'Shristi Montessari', 'Hinduja Global Solutions HGS', 'Cargill Business Services', 'Accenture BDC7', 'Ocwen Financial Solutions Pvt ltd', 'PayPal Bengaluru', 'British Telecom', 'TEKsystems Global Services', 'Altisource Business Solutions Pvt Ltd', 'Mobileiron Software India Pvt Ltd', 'Uber']","Looking to sell my lovely 3bhk east facing apartment in the heart of serenity layout, kaikondrahalli, off sarjapur main road.
One of the best perks is the unbeatable location you completely bypass all the usual sarjapur road traffic, so daily commutes are super easy and stress-Free, with a great acc...","['7 Wardrobe', 'Fan', '1 Exhaust Fan', '2 Geyser', 'Light', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity3.6 out of 5', 'Lifestyle3.7 out of 5', 'Safety3.6 out of 5', 'Green Area3.5 out of 5']",K87914488
Skylark Arcadia Phase 2,https://www.99acres.com/skylark-arcadia-phase-2-whitefield-bangalore-east-npxid-r1238,Skylark Arcadia Phase 2,,,,,,,,,,,,[],,[],[],"['Construction4 out of 5', 'Amenities3.9 out of 5', 'Management3.8 out of 5', 'Connectivity3.9 out of 5', 'Green Area4 out of 5']",1238
Gopalan Lake Front,https://www.99acres.com/gopalan-lake-front-veer-sandra-bangalore-south-npxid-r82019,Gopalan Lake Front,,,,,,,,,,,,[],,[],[],"['Connectivity4 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",82019
"3 BHK Flat in Horamavu Agara, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sg-enclave-horamavu-agara-bangalore-east-1580-sqft-spid-M86186918,SG Enclave,1.04 Crore,"₹6,582 /sqft",Built-up area: 1580 (146.79 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,3 Balconies,,"Horamavu Agara, Bangalore",Ground of 6 Floors,,1 to 5 Year Old,"['Temple', 'Bethel Assembly of God Church', 'Blessing Worship Center', 'Shalom A.G. Prarthanalaya', 'St Marys Syrian Knanaya Church', 'Rays of Peace', 'Gethseman Sungji Church', 'Shiva', 'Hanuman', 'Karunya Homoeopathy Centre', 'Geriatric Hospitals', ""Dr. Sailaja's Super Speciality Eye Hospital"", 'Sri Venkateshwara Clinic', ""Arjun's Child Care Clinic"", 'Nava Chaithanya Clinic', 'Urban Kids Clinic', 'Sri Vijayalakshmi Pragathi Hospital', 'Shree Vijayalakshmi Hospital and Trauma Centre', ""People's Clinic"", 'Stroke Treatment Paralysis', 'Medi Derma Hospital', ""The Children's Clinic"", ""Women's Speciality Polyclinic"", 'Lifespan Diabetic Clinic', 'Jaya Dental Clinic', 'Motherhoodclinic', ""Maruthi Medical's"", 'Dava Sagar', 'Apollo', 'MedPlus', 'Total Gas', 'Axis bank', 'Starbucks', 'Ifun', 'Biryani House', 'Moriz', 'Kalleshwari Rice corner', 'Karnataka Biryani Point', 'Ruchi', 'Luqma', 'Cafe Coffee Day', 'Jiffy Cafe', 'Orchids The International School - Horamavu', 'Yuvalok School', 'Sinclairs High School', 'Sunshine Childrens Home and School', 'St George High School', 'St Paul', 'Teresa Bacq School', 'United Public School']","This beautiful 3 bhk flat in horamavu, bangalore east is situated in n/a, one of the popular residential society in bangalore east. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a built up area of 1580 sq.Ft. This flat lies on the...","['Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4.1 out of 5', 'Lifestyle4 out of 5', 'Safety3.9 out of 5', 'Green Area4 out of 5']",M86186918
"3 BHK Flat in Bagalur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-ananda-bagalur-bangalore-north-1588-sq-ft-r1-spid-L89604172,Godrej Ananda,1.62 Crore,"₹10,202 /sqft",Super Built-up area 1588(147.53 sq.m.)Carpet area: 1000 sqft (92.9 sq.m.)  sqft,3 Bedrooms,3 Bathrooms,2 Balconies,,"Bagalur, Bangalore",19th   of 26 Floors,East,Jul 2027,"['Saralaya Hospital', 'REVA University', 'Bagalur Cross Metro Station', 'Palanahalli Lake park', 'Srinagar Kanyakumari Highway', 'Kempegowda International Airport', 'Kempegowda Intl. Airport Halt Railway St', 'Ryan International School Yelahanka', 'Taj Bangalore', 'Elements Mall', 'L&T Tech Park']","This property faces the east direction. The flat occupies a super built up area of 1588 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 26 floors and this property is situated on 19th floor. This residential property is still under construction and will be av...",[],"['Vaastu Compliant', 'Piped-gas']","['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4.3 out of 5']",L89604172
Brigade Atmosphere,https://www.99acres.com/brigade-atmosphere-devanahalli-bangalore-north-npxid-r250319,Brigade Atmosphere,,,,,,,,,,,,[],"Brigade Atmosphere has 3 BHK Apartment and 4 BHK Villa options to offer in Devanahalli. Prices here start from Rs. 1.64 Cr. Swimming Pool, Gymnasium and Club House are some of the amenities offered here. Brigade Atmosphere is a Ready To Move project",[],[],"['Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Green Area4.2 out of 5']",250319
Fernvale at The Prestige City,https://www.99acres.com/fernvale-at-the-prestige-city-sarjapur-road-bangalore-east-npxid-r456420,Fernvale at The Prestige City,,,,,,,,,,,,[],"Check out 2,3 BHK apartments in Sarjapur Road, now available for sale at Fernvale at The Prestige City. Prices of apartments in this project, vary between Rs. 1.68 - 2.5 Cr. The housing society is RERA-registered with PRM/KA/RERA/1251/308/PR/110326/008519 registration number. Fernvale at The Prestige City has apartments in multiple configurations, in range of 1,458 - 1,996 sqft",[],[],"['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4 out of 5']",456420
"2 BHK Flat in Mysore Road, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sbr-global-queens-ville-mysore-road-bangalore-west-727-sqftto-848-sqft-npspid-D90741780,SBR Global Queens Ville,₹81.04  - 94.53 Lac,"₹12,075 /sqft",727-848 sqft,,,,,,,,Under Construction,[],"Experience a new style of living with SBR Global Queens Ville. The project offers an exclusive range of 2 BHK flats in Mysore Road, Bangalore West at a price range of Rs. 81.04 Lac - Rs. 94.53 Lac. These flats have a carpet area ranging from 727.0 sq. ft. - 848.0sq. ft. It is a new launch project. The design is done keeping every small to large needs of residents in consideration. Plus, a compr...",[],[],[],90741780
"2 BHK Flat in Electronic City Phase 2, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-phase-2-bangalore-south-1130-sqft-spid-D90184890,GINA ARTIZE,80 Lac,"₹7,080 /sqft",Super Built-up area 1130(104.98 sq.m.)  sqft,2 Bedrooms,2 Bathrooms,1 Balcony,,"113, Electronic City Phase 2, Bangalore",7th   of 7 Floors,East,0 to 1 Year Old,[],"This residential flat is east-Facing direction. The flat is over 1130 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 7 floors and this property is situated on top floor. As the project is already ready to move, so you can easily move into t...",[],"['Security / Fire Alarm', 'Corner Property', 'Vaastu Compliant', 'Intercom Facility', 'High Ceiling Height', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house']","['Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4 out of 5']",90184890
